timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1519734021435913,0,-1,-1,-1,-2,-3,0,-2
1519734021442933,0,1,-2,-1,-3,-2,-1,0
1519734021442933,0,-3,-3,0,0,-1,-2,-1
1519734021457972,-1,-2,0,0,-2,0,-1,0
1519734021457972,-1,-3,0,-1,0,1,0,-1
1519734021465993,-1,-2,-1,-2,1,-1,-2,-2
1519734021465993,-1,0,-2,0,1,-2,-2,-1
1519734021488053,-1,1,-1,0,0,0,-1,-2
1519734021488053,-3,0,-1,-1,1,0,-1,-2
1519734021503092,0,-1,-1,-1,0,-1,-1,-3
1519734021503092,0,-1,-1,-2,0,0,-1,1
1519734021510111,0,-1,-2,-2,0,0,0,0
1519734021510111,-1,-2,2,-1,-2,0,-1,-4
1519734021525151,-1,-1,-3,0,-1,-2,-1,-2
1519734021525151,-1,-1,-1,0,-2,-1,-1,-2
1519734021533173,-1,-1,0,-1,-1,0,-3,-1
1519734021533173,-1,-1,0,-1,-1,0,-1,0
1519734021540191,-2,0,-2,-1,1,-1,0,0
1519734021540191,-1,-1,-1,-1,-1,-1,-1,0
1519734021555231,-1,-2,-1,0,-2,-2,-2,0
1519734021555231,0,-1,-2,0,-1,-1,-2,-1
1519734021563253,-1,-2,0,1,-2,-1,3,-2
1519734021563253,-2,0,-1,2,-2,0,-1,-3
1519734021578292,1,-2,-2,-1,0,0,0,-1
1519734021578292,1,1,-1,-1,-1,0,-2,-2
1519734021585311,1,0,-1,-1,-2,0,1,1
1519734021585311,-1,-2,-1,0,-1,-2,-1,1
1519734021600359,-2,-3,0,-2,-2,-2,-2,-1
1519734021600359,-1,-1,-1,-1,-1,0,0,-1
1519734021615391,0,0,-1,-2,0,0,-4,0
1519734021615391,-1,0,-1,-1,-1,0,-2,0
1519734021623413,-1,0,-1,-1,-2,-2,-1,-3
1519734021623413,-1,-2,-2,-1,0,-1,0,0
1519734021638452,1,-2,-1,1,-3,0,-2,-1
1519734021638452,-1,-1,-2,-1,-2,-1,1,-1
1519734021645472,1,-1,-2,1,0,-1,0,-1
1519734021645472,-1,0,-1,-2,-1,0,-1,-1
1519734021660516,-2,-1,0,-1,0,0,-1,-2
1519734021660516,0,-2,-2,-2,-1,0,1,0
1519734021675551,0,0,-1,-1,-2,0,-2,-1
1519734021675551,-1,-2,-1,-1,-1,-1,-2,-2
1519734021682570,0,-1,-1,0,0,0,-1,-2
1519734021682570,-1,-1,0,-1,0,-2,-2,-1
1519734021697610,-1,-2,-2,-1,-1,0,-2,-1
1519734021697610,-2,-1,-1,-1,0,-1,-1,0
1519734021705631,0,0,-3,-1,-1,0,-3,-1
1519734021705631,0,1,0,-1,0,-1,0,0
1519734021720671,-1,0,-1,-1,0,-2,0,-1
1519734021720671,-2,-2,-2,-1,-1,-2,-1,-3
1519734021727690,-1,0,-1,0,0,0,0,2
1519734021727690,0,0,-1,1,-1,-2,0,0
1519734021742730,0,0,-1,-1,-2,-3,-2,-2
1519734021742730,-3,-2,-1,-1,-2,0,-1,-2
1519734021757769,0,0,-2,0,-2,1,0,-2
1519734021757769,0,-2,1,-3,-3,0,1,-1
1519734021765791,-2,-1,-1,-3,-2,0,-2,-2
1519734021765791,-1,-2,0,-2,-2,-3,-1,2
1519734021780831,-3,1,-2,-2,-2,0,0,-2
1519734021780831,-2,-2,-2,-2,1,-2,0,1
1519734021787850,1,-2,-1,0,-2,-1,-1,2
1519734021787850,1,-1,-1,1,0,0,-1,-3
1519734021802890,-2,-2,-1,-1,-1,-2,0,-1
1519734021802890,-1,0,-2,-1,-2,0,-2,0
1519734021817930,1,0,-2,-2,0,-1,0,0
1519734021817930,-1,-1,0,0,-1,-1,-1,-3
1519734021825950,0,0,-1,0,-2,0,-1,-1
1519734021825950,-1,-2,-1,-1,-1,-1,0,0
1519734021840991,-1,-2,-1,-1,0,-1,0,-1
1519734021840991,0,-1,0,-1,-1,0,0,0
1519734021848010,-1,-2,-2,0,0,0,-2,-1
1519734021848010,-2,-1,-3,0,-1,-2,1,-1
1519734021863049,-4,-3,0,-2,0,-1,-1,-1
1519734021863049,-1,-1,-1,-1,-2,-1,-3,-2
1519734021878089,0,-1,-1,-1,-1,0,0,-1
1519734021878089,-2,-1,0,0,0,0,-2,-1
1519734021885108,1,1,-1,-1,-1,0,-1,-1
1519734021885108,-1,-1,0,-1,-1,-2,-2,-2
1519734021900148,-1,-1,0,-1,0,-3,-1,0
1519734021900148,1,-1,-2,-1,0,-1,0,-1
1519734021908170,-2,-3,-1,1,-2,-1,-1,0
1519734021908170,0,-1,-1,-2,-1,0,-1,-2
1519734021923210,-1,-3,-1,-2,-1,-2,-1,-1
1519734021923210,1,-1,-3,-1,-1,0,-1,-1
1519734021938250,-1,0,-1,0,1,0,-2,0
1519734021938250,0,-1,-3,-2,-2,0,-1,0
1519734021945268,-1,1,-2,-1,-1,0,-1,-2
1519734021945268,-2,-1,-1,-2,-1,0,-2,-3
1519734021960308,-2,-1,-1,0,-3,-1,0,1
1519734021960308,0,0,-1,-1,-1,0,-1,0
1519734021968329,-2,-1,0,0,-2,-2,0,-1
1519734021968329,-2,-2,-1,0,0,-1,0,-1
1519734021983369,-1,0,-1,-2,1,1,-1,-3
1519734021983369,-1,0,-1,-1,-1,0,-1,-2
1519734021998424,-2,-3,-1,-1,-2,0,0,-1
1519734021998424,0,-2,-1,0,-2,-1,0,-1
1519734022005429,0,0,-1,-1,-1,-2,-1,-2
1519734022005429,-1,-1,-1,0,-1,0,-2,-1
1519734022020469,-2,0,-2,-1,-1,-1,-1,-1
1519734022020469,-1,-1,0,-1,0,-3,-2,0
1519734022028490,0,-1,-2,-1,-1,0,-1,-1
1519734022028490,-2,-1,-1,-2,0,-1,1,-2
1519734022043529,-2,-3,-1,-2,-1,0,1,-2
1519734022043529,-1,0,1,-1,-2,-1,-1,0
1519734022058578,0,-1,-1,0,-1,-1,0,-1
1519734022058578,0,-1,-1,1,-1,1,0,2
1519734022065589,-1,0,-2,-1,0,-2,-1,0
1519734022065589,1,-1,-1,0,-1,-1,-1,-1
1519734022080628,-2,-1,-1,-1,-1,-2,0,-2
1519734022080628,-1,-1,-1,-1,-2,0,-1,-2
1519734022087646,1,-2,0,0,-1,0,-1,-1
1519734022087646,-1,-1,-1,0,1,-1,-1,0
1519734022102687,0,-2,1,-1,-1,-2,-1,1
1519734022102687,0,-2,-1,-2,-2,0,-1,-1
1519734022117727,-1,0,-1,0,-2,-2,-2,-2
1519734022117727,0,-2,-1,-2,-1,0,-1,-1
1519734022125747,-2,0,0,1,-2,-1,-1,-2
1519734022125747,0,-2,-2,-1,-1,1,-1,0
1519734022140788,-2,-1,-1,-1,-1,-1,-1,-2
1519734022140788,-1,1,0,-1,-1,-3,-1,-2
1519734022147807,0,-2,-1,-2,-1,-1,-2,-1
1519734022147807,-1,0,-2,0,-1,-1,-1,-1
1519734022162846,-3,-2,0,0,-1,-3,-1,-1
1519734022162846,-1,-2,-2,-1,-1,-2,-2,-1
1519734022177887,0,-2,-1,-1,-2,-1,-2,-3
1519734022177887,-1,1,-1,-1,0,-1,-1,-1
1519734022185908,-1,-1,-1,0,0,1,-1,-1
1519734022185908,-2,-2,-1,-1,-1,-1,-2,-2
1519734022200948,-2,1,-1,0,-1,1,0,0
1519734022200948,0,0,-1,-2,0,0,0,-2
1519734022207967,0,-1,-2,1,-2,-1,-3,0
1519734022207967,0,1,0,0,0,-3,0,-2
1519734022223007,0,1,-3,1,-2,0,-1,-1
1519734022223007,-1,-2,0,-1,-1,-1,0,-2
1519734022238051,-2,0,-2,-2,-1,-1,-1,-2
1519734022238051,-1,-1,-1,-1,-1,0,-1,-2
1519734022246068,-1,-1,-1,-3,0,-1,0,-1
1519734022246068,-1,-1,-1,-1,-1,-1,-2,2
1519734022260106,-1,0,-1,-1,0,0,0,-1
1519734022260106,-1,-2,1,-1,-1,-1,-1,-2
1519734022268126,0,-2,-2,-2,1,-1,-1,0
1519734022268126,-1,0,-1,-2,-2,-2,-1,0
1519734022283167,-2,0,-1,0,0,-1,-2,-3
1519734022283167,-1,-1,-2,0,-1,0,-1,-1
1519734022298206,-1,0,-1,-1,0,1,-1,-1
1519734022298206,-1,-2,-1,0,0,-2,-2,-1
1519734022313246,-2,-1,-1,-2,0,-1,-1,0
1519734022313246,-1,-1,-1,-2,-2,-1,0,-2
1519734022328286,-2,-1,-2,1,-1,1,-1,-2
1519734022328286,-1,-1,0,-1,-1,0,-2,-1
1519734022335305,0,-1,0,-2,-1,-1,0,-1
1519734022335305,-2,-1,0,0,-1,-2,0,-2
1519734022350345,-1,-1,-1,-1,-1,-1,1,1
1519734022350345,-1,1,-1,-1,-1,-2,-1,-1
1519734022365386,-2,-1,-1,1,-1,2,-1,-1
1519734022365386,-1,-2,-1,-3,0,0,1,1
1519734022380425,-1,-1,-3,-3,-1,-1,-1,-2
1519734022380425,-1,-1,-1,0,-1,-1,-1,-2
1519734022388447,0,0,-2,-2,-1,-2,0,-4
1519734022388447,-2,-1,-1,1,-2,-1,0,-1
1519734022403486,-2,-1,0,-1,-2,-1,-1,0
1519734022403486,0,1,-1,0,0,-2,-1,0
1519734022418528,0,0,0,-1,-1,-3,-1,-1
1519734022418528,-1,-1,-2,0,-1,-1,0,-1
1519734022425572,-3,-1,0,-1,-2,-2,-2,-2
1519734022425572,0,-2,-1,-2,0,-1,-1,-1
1519734022440586,-1,0,0,-1,-1,0,1,0
1519734022440586,0,0,0,-1,-1,-3,1,-2
1519734022447604,-1,0,-2,0,0,0,-1,-1
1519734022447604,-1,-1,0,0,-1,-1,-1,-1
1519734022462644,-1,-2,0,-1,-1,0,0,-2
1519734022462644,-1,-1,-3,-1,-1,0,-1,-1
1519734022477684,-1,-1,-1,-1,0,-1,-1,-2
1519734022477684,-1,1,-1,-1,-2,0,-3,-1
1519734022485705,0,0,1,-1,-1,0,0,0
1519734022485705,-1,-1,0,-2,0,0,-2,1
1519734022500746,-3,-1,-1,-1,-3,-1,-1,0
1519734022500746,-2,-1,-1,-1,1,-1,-2,-2
1519734022507768,0,-1,-2,0,1,-1,0,-1
1519734022507768,0,-1,-2,0,1,-2,-1,0
1519734022530826,-3,-2,0,-1,0,-1,-2,0
1519734022530826,0,-1,0,0,-2,-1,1,0
1519734022545866,0,-1,0,-2,0,-1,0,0
1519734022545866,1,-1,-1,0,-1,1,1,0
1519734022552884,0,0,-2,-2,-1,-1,0,0
1519734022552884,-2,0,0,1,-1,0,-2,-1
1519734022567925,0,-1,0,-1,1,-1,-1,0
1519734022567925,-1,-1,-1,-2,0,-1,-2,0
1519734022575945,-1,-2,-2,-2,0,-1,0,-1
1519734022575945,-2,-1,-2,-1,-3,-1,-1,-2
1519734022582969,-1,0,-2,0,-2,0,1,-2
1519734022582969,-1,-2,0,-1,-1,0,-1,-1
1519734022598007,1,-1,-2,-1,0,0,-2,0
1519734022598007,0,0,-1,-1,-3,-1,-2,0
1519734022606026,1,-1,1,0,-3,-1,-2,1
1519734022606026,-1,-1,-1,-1,-2,0,-1,-2
1519734022620063,-1,-1,-1,-1,-1,0,1,-1
1519734022620063,-1,-2,-1,0,0,-1,-2,1
1519734022628084,-2,-2,-1,-1,-1,-1,-1,-1
1519734022628084,0,0,-2,-1,-2,1,-1,1
1519734022643124,-1,0,0,-2,-1,0,-2,1
1519734022643124,-2,-2,-1,-1,-1,-1,-1,0
1519734022650147,-1,-1,-1,-1,0,0,0,0
1519734022650147,-1,-1,-2,-1,0,-3,-2,-1
1519734022665182,-2,0,-2,0,-3,-1,-2,0
1519734022665182,-2,-1,-1,-1,0,-2,-1,-3
1519734022680222,-2,-1,-2,0,0,-1,-1,-2
1519734022680222,-2,0,-1,0,-1,-3,-1,-3
1519734022688243,-1,0,-1,-2,-1,-1,0,0
1519734022688243,0,1,-1,-1,1,-1,0,-2
1519734022703283,-3,-1,-1,-1,0,0,0,-3
1519734022703283,1,-1,0,-3,-1,-1,1,0
1519734022710302,-1,-1,-3,1,-1,-1,-1,-1
1519734022710302,-1,-1,-2,-1,-2,-1,-3,-1
1519734022725342,-1,0,-1,-2,2,-1,1,-1
1519734022725342,0,-1,0,-2,0,-1,0,-2
1519734022740383,-1,-1,-1,1,-2,-3,-1,1
1519734022740383,-1,-1,-1,0,-1,-2,0,-1
1519734022748404,-1,-1,0,-3,-3,-1,-1,3
1519734022748404,0,-2,0,-1,0,0,0,-3
1519734022763444,-3,0,-2,-1,-2,-2,0,1
1519734022763444,-2,-2,-2,0,-2,-1,-2,0
1519734022770462,-1,0,1,-1,-1,-1,-2,-4
1519734022770462,-2,-1,-1,-1,-2,-2,-1,0
1519734022785502,-1,-1,0,1,-1,0,-1,-1
1519734022785502,-1,-1,-1,-1,-1,1,0,0
1519734022800546,-2,-2,-1,-2,-1,-1,0,-1
1519734022800546,-3,0,1,-2,0,-1,-1,-3
1519734022808577,-2,-1,-2,-1,-1,-1,-1,-1
1519734022808577,0,-3,-1,-1,-2,0,-1,1
1519734022822602,-1,-2,-1,-1,-1,0,-3,1
1519734022822602,-1,0,-2,0,-2,-1,-2,-1
1519734022830622,0,-1,0,-1,1,-3,1,-2
1519734022830622,-1,0,-1,0,-1,-2,-2,-1
1519734022845665,-2,-2,-1,0,-1,-2,-1,-2
1519734022845665,0,-2,-1,-1,-1,0,-1,-1
1519734022860703,-2,-1,-1,-1,0,-2,-1,-1
1519734022860703,-1,-1,-2,1,0,-1,1,0
1519734022867721,-1,-1,0,-1,0,-1,-1,-1
1519734022867721,-2,-1,0,-1,0,-1,-2,-2
1519734022882761,-2,-1,-1,-2,-2,-1,0,-1
1519734022882761,-1,-1,-2,0,-2,-2,-1,-1
1519734022890783,-2,-2,-3,0,-1,-2,-1,-2
1519734022890783,-1,0,-2,0,0,0,0,0
1519734022905822,0,-1,-2,0,0,-1,-2,0
1519734022905822,-2,-1,-1,-1,-1,0,-1,1
1519734022920863,-1,-1,0,-1,-2,-1,0,-3
1519734022920863,0,-2,-1,-2,-1,0,0,0
1519734022927881,1,0,-1,0,-1,0,-2,1
1519734022927881,-2,-2,-1,-1,-1,-1,-3,-6
1519734022942921,0,-2,-2,1,0,0,-1,0
1519734022942921,0,-2,0,0,0,-1,-1,-2
1519734022950942,-2,0,1,-2,-1,-1,1,-3
1519734022950942,-2,0,-1,-1,-2,0,1,0
1519734022965983,-1,-1,-1,-1,-2,2,0,-1
1519734022965983,0,0,-1,0,-2,-1,-2,2
1519734022980020,0,-1,-1,-2,0,-2,-3,-2
1519734022980020,0,0,-2,-1,0,-1,0,0
1519734022988041,0,-2,-2,-2,-1,-1,-1,-3
1519734022988041,-3,-2,0,-2,-3,-2,-1,-4
1519734023003081,0,0,-2,1,-2,-1,-1,2
1519734023003081,-1,-2,-1,0,-2,0,-3,-1
1519734023010100,-2,-1,0,-1,-3,-1,1,-2
1519734023010100,1,-2,-1,0,0,0,1,0
1519734023025140,0,-2,-1,-2,-1,-1,-1,-1
1519734023025140,-4,-2,-1,-2,0,0,0,0
1519734023041194,-1,-2,-1,-1,-1,-1,0,0
1519734023041194,0,-1,-1,-1,0,-2,2,3
1519734023048202,-2,-3,1,-1,-3,0,-4,-11
1519734023048202,0,0,-1,-3,-1,-1,0,1
1519734023063241,0,-1,-1,-1,-1,-1,-1,-1
1519734023063241,-1,-1,-1,-1,-2,-1,1,0
1519734023070259,-1,-1,-1,0,2,0,1,1
1519734023070259,0,0,-1,1,-1,-2,-1,0
1519734023085301,-1,1,-1,-2,0,0,0,0
1519734023085301,-1,0,-2,-1,-2,0,0,-2
1519734023100340,-2,-1,0,-1,-1,-1,1,1
1519734023100340,-1,-2,-3,-2,-3,-2,-2,-4
1519734023108361,0,-1,0,-2,-1,0,-3,0
1519734023108361,-2,-2,-1,0,0,-2,0,-1
1519734023123401,-1,-1,1,-3,-1,0,1,-1
1519734023123401,-2,0,-1,-2,-2,-1,0,-1
1519734023130419,0,-1,-2,-2,-2,-4,1,-1
1519734023130419,-1,-1,-2,0,-2,-2,-3,-3
1519734023145459,-1,-1,0,0,0,1,0,0
1519734023145459,2,-1,-1,-2,-1,-1,0,-2
1519734023160500,1,-1,-1,-1,-1,-2,-2,0
1519734023160500,-1,-2,0,-3,-1,-2,-1,-2
1519734023168521,-1,-2,-2,0,-2,-4,-2,-1
1519734023168521,0,-1,-1,0,0,-1,0,0
1519734023182558,-2,0,-1,-2,-1,-2,-1,-2
1519734023182558,0,-1,0,0,0,0,-1,-2
1519734023190580,-3,1,0,-1,0,-1,-1,-1
1519734023190580,-1,-2,1,-2,-2,-2,-2,-1
1519734023205620,-2,-1,-2,0,-2,-1,-2,-2
1519734023205620,-1,0,-2,-2,-1,0,-2,0
1519734023220660,-1,0,0,-1,-1,-1,-1,-3
1519734023220660,0,-1,-2,-1,-1,0,-1,0
1519734023227678,-1,-2,-2,0,0,-1,1,3
1519734023227678,-1,-1,-2,-3,-2,-1,0,-1
1519734023242728,0,-2,-2,-2,-1,0,-1,-1
1519734023242728,-1,-2,0,-1,0,-1,-3,-4
1519734023250739,-2,-1,-1,0,-1,0,0,-2
1519734023250739,-1,0,-2,-1,-1,-1,-1,1
1519734023265780,0,0,-1,1,-1,-1,-2,0
1519734023265780,-1,-2,-2,0,-1,0,0,-1
1519734023280821,1,-1,-1,-1,0,-1,-1,0
1519734023280821,-4,-1,-1,-1,-1,0,1,1
1519734023287838,-2,-1,-1,-1,-1,-1,-4,-9
1519734023287838,-2,-1,-2,-1,-1,0,-1,1
1519734023302879,0,0,0,0,-1,-2,0,-2
1519734023302879,0,-1,-1,-1,-1,1,0,-1
1519734023310899,-1,-3,-2,-1,-1,-1,0,-1
1519734023310899,1,0,0,-2,0,-1,-1,-2
1519734023325940,1,0,1,0,0,-1,0,2
1519734023325940,0,-2,-2,-1,0,-2,-2,-1
1519734023340979,0,-1,0,-2,0,0,0,0
1519734023340979,0,0,-3,-2,-1,-1,-1,-2
1519734023347999,-3,-1,-3,-1,-3,0,-1,0
1519734023347999,-1,0,-1,-1,-1,1,-2,0
1519734023363039,-2,-2,-1,-1,-1,-1,-1,-2
1519734023363039,0,-2,1,-1,-1,0,-2,-1
1519734023371060,1,-2,-2,-1,-1,-2,2,4
1519734023371060,-2,-1,-1,-1,-1,-1,-2,-8
1519734023385105,0,0,0,-2,-1,-1,0,0
1519734023385105,0,-2,-1,-1,-2,-1,1,0
1519734023400137,-1,-2,-2,-2,-2,0,0,0
1519734023400137,-3,-3,-2,-1,0,-1,-2,-1
1519734023408159,-2,-2,-1,0,-3,-2,-1,-2
1519734023408159,1,0,-2,0,-1,-1,-2,-1
1519734023423199,-2,-2,-1,-1,-1,0,-1,-2
1519734023423199,0,0,-1,-1,-2,-1,0,0
1519734023430217,1,0,0,-1,0,1,1,2
1519734023430217,-3,-1,0,-1,-2,-2,-3,-8
1519734023445257,-2,-1,0,-1,0,0,-3,-2
1519734023445257,-3,-1,0,0,-1,0,0,5
1519734023460297,-2,-1,-1,-1,-1,1,-1,-2
1519734023460297,0,-2,0,-1,-1,-1,-2,-3
1519734023468318,-5,-2,-2,0,-1,-2,0,-1
1519734023468318,4,-3,-1,-1,0,-1,-4,-1
1519734023483358,1,-2,-1,-1,-1,-1,1,-2
1519734023483358,-2,0,0,-1,-2,-1,-1,0
1519734023490377,2,-1,-1,-2,-1,0,-3,0
1519734023490377,-4,-3,0,-3,-1,-2,1,0
1519734023505418,-2,1,-1,-2,0,-1,-1,0
1519734023505418,-1,0,-2,0,-2,0,2,-2
1519734023520458,0,-3,-1,1,0,-1,-2,2
1519734023520458,-1,0,0,-1,0,0,2,5
1519734023528479,0,1,1,1,0,-1,-6,-9
1519734023528479,0,-2,-3,-3,-2,0,4,6
1519734023543518,-1,0,-1,-1,-1,-2,-7,-2
1519734023543518,1,-3,-2,0,-1,1,1,-10
1519734023550549,-2,-3,-1,-1,-1,1,1,4
1519734023550549,1,2,1,1,1,2,9,6
1519734023565576,-3,-1,-2,-1,0,-1,-10,15
1519734023565576,6,0,0,-2,-2,-4,1,-9
1519734023572595,-1,-1,1,0,0,0,30,0
1519734023572595,-4,-2,0,-2,-1,0,-18,-8
1519734023587635,2,1,0,-2,-1,-4,-1,6
1519734023587635,-2,-1,-2,-1,0,2,9,0
1519734023602676,-1,0,-4,-1,0,1,-1,1
1519734023602676,-2,-2,0,1,0,-1,3,0
1519734023610697,0,-2,-3,-2,0,0,-6,-7
1519734023610697,-2,-3,1,1,-3,-3,0,1
1519734023625737,-1,-4,0,-2,-3,-1,-7,-5
1519734023625737,0,-1,-18,-6,-2,-1,-1,-7
1519734023632755,-3,-1,1,-5,0,-1,8,51
1519734023632755,-7,-3,19,3,-2,-2,-18,-46
1519734023647804,-4,-3,-8,-4,-1,0,-11,-28
1519734023647804,-5,-2,-8,-8,-2,-1,2,28
1519734023662836,8,4,11,1,0,-2,-4,-9
1519734023662836,7,4,-5,-1,-1,1,10,31
1519734023670858,-3,-2,-5,1,-2,-3,-12,-2
1519734023670858,-6,-4,2,-4,-2,-3,10,1
1519734023685905,-1,-6,-2,-3,-3,0,3,7
1519734023685905,-10,-2,-4,-2,0,-1,-4,-25
1519734023692916,3,-3,4,0,-4,-4,-10,-11
1519734023692916,-19,-3,-27,-9,-1,-2,0,-18
1519734023707956,9,1,-2,1,-1,-2,-2,-11
1519734023707956,-25,-4,-9,0,-1,1,6,10
1519734023723001,9,-2,-6,-9,-2,-4,-7,-18
1519734023723001,-27,-4,3,-3,-4,0,4,-1
1519734023731017,7,-2,-6,-5,0,-3,11,22
1519734023731017,11,2,2,-1,-1,3,-11,-25
1519734023745067,-13,-1,-19,-4,0,5,20,10
1519734023745067,5,2,5,-7,-1,-2,-3,2
1519734023753084,4,3,25,8,0,0,3,46
1519734023753084,28,-4,-1,10,0,-4,-1,3
1519734023768116,14,3,-20,-16,3,7,-1,22
1519734023768116,-39,8,70,20,4,1,21,99
1519734023783156,17,5,-12,20,6,3,-17,-26
1519734023783156,27,0,0,6,-1,-4,8,66
1519734023790174,-25,-2,-10,-5,-5,-2,-18,-57
1519734023790174,12,-3,-20,-22,-4,-3,-2,0
1519734023805215,-9,-5,-9,-3,-4,-2,11,-34
1519734023805215,-32,-5,18,-7,-1,1,-4,56
1519734023813236,-15,-1,-2,4,-4,-5,-20,-78
1519734023813236,38,2,-23,-1,-3,-3,-5,26
1519734023828277,-54,-7,52,31,2,6,16,-54
1519734023828277,10,3,-25,-2,0,-1,-22,31
1519734023843315,-4,-1,9,0,0,0,3,4
1519734023843315,-10,-4,-19,-5,-5,-3,-11,25
1519734023850334,27,6,4,-9,4,2,-4,-75
1519734023850334,1,14,5,2,-1,-2,-13,-17
1519734023865374,44,7,-2,-5,-4,1,27,114
1519734023865374,-22,-1,-3,-5,3,4,-8,-75
1519734023874399,62,-5,-16,-5,1,-4,-22,-32
1519734023874399,-27,-9,9,5,-9,-8,15,-17
1519734023888435,1,2,24,14,2,3,25,81
1519734023888435,10,0,-1,20,4,4,1,-36
1519734023903475,-18,-8,11,-6,-4,1,0,-28
1519734023903475,23,-4,-28,-3,-5,-4,2,42
1519734023910494,-11,-1,-14,-18,-3,-3,-16,-37
1519734023910494,13,-6,8,-6,1,0,-8,-22
1519734023925534,-8,-7,-2,1,-8,-8,-2,-4
1519734023925534,12,0,-6,-6,-1,0,-2,5
1519734023940575,9,4,0,1,2,0,7,53
1519734023940575,-1,5,5,0,0,0,-4,-6
1519734023955614,-11,-7,-7,-4,-5,5,16,33
1519734023955614,-13,-5,-29,-16,-7,-11,-16,-22
1519734023977674,-2,-3,22,-6,4,4,-1,-6
1519734023977674,-12,3,12,14,4,1,6,13
1519734023985694,-12,2,3,9,2,0,-6,19
1519734023985694,4,-4,-7,-2,-1,3,6,-3
1519734024001742,-1,-5,-18,-6,-8,-6,-2,4
1519734024001742,2,-3,-2,-6,4,4,-2,0
1519734024022793,-2,-1,-9,-9,0,-4,-7,13
1519734024022793,-6,-4,-7,-13,-7,1,6,3
1519734024045855,-3,-1,-4,-4,1,3,3,9
1519734024045855,2,1,1,-10,-4,-4,4,4
1519734024060894,1,-1,-8,-12,-12,0,-6,-7
1519734024060894,-4,-2,-3,5,-3,-6,-3,-6
1519734024067913,-7,-2,-11,-4,3,-2,0,5
1519734024067913,-2,2,19,-6,0,2,1,-3
1519734024075934,1,1,4,3,-3,0,-3,8
1519734024075934,-4,-4,-11,-10,-4,0,3,0
1519734024090974,0,1,7,-4,-3,0,-2,-3
1519734024090974,2,1,4,-5,1,4,15,10
1519734024113034,0,-1,-4,5,-5,-6,-19,-10
1519734024113034,-1,-1,-5,7,-3,-3,1,0
1519734024130078,-3,-2,-2,5,1,-1,4,6
1519734024130078,-1,0,0,3,-8,-2,-12,-4
1519734024143113,-6,-1,1,-3,0,-3,11,-2
1519734024143113,-1,-1,-1,7,2,-2,9,4
1519734024150131,-3,-2,-3,-6,-5,-4,-16,-18
1519734024150131,5,0,2,2,5,-1,0,21
1519734024158153,-2,-1,1,-7,-6,-5,12,3
1519734024158153,-2,1,-2,-1,4,0,-1,-6
1519734024173192,-4,-4,-7,0,7,-1,10,9
1519734024173192,-3,-3,-4,-6,-9,2,7,-12
1519734024188232,-1,1,1,-8,-1,-4,-7,0
1519734024188232,-4,0,3,6,7,2,-2,-25
1519734024195252,-5,-1,-3,2,-10,-5,-6,14
1519734024195252,11,0,-1,-2,3,-1,3,15
1519734024210292,-5,3,-3,-11,-1,3,3,3
1519734024210292,-1,-3,4,14,12,-1,-4,-1
1519734024225332,-2,-4,-1,-8,-4,0,-8,-6
1519734024225332,-2,-3,1,1,4,-1,3,16
1519734024233352,-1,0,-2,9,3,-2,-11,-9
1519734024233352,-8,-1,-4,-20,-3,2,0,-17
1519734024248399,1,-4,-2,24,2,-4,1,-2
1519734024248399,5,1,-3,-9,-6,-1,-4,5
1519734024255412,-2,1,0,-9,-6,0,2,-1
1519734024255412,-4,-1,-4,2,10,-3,-6,-6
1519734024270452,4,2,4,20,18,0,5,4
1519734024270452,1,-1,-3,-1,4,1,0,-4
1519734024285491,0,0,-3,-10,-3,0,-6,10
1519734024285491,-6,1,1,1,-4,-1,-10,-10
1519734024300531,9,0,-4,-22,-9,-2,10,8
1519734024300531,-9,-4,0,4,-2,-1,-1,-2
1519734024315572,2,3,4,13,2,-1,6,9
1519734024315572,0,1,-1,14,2,-2,-4,-18
1519734024322590,-1,-7,-5,-19,-23,-5,-14,-1
1519734024322590,-3,-5,0,16,18,2,5,1
1519734024337629,2,0,-2,3,2,0,3,-6
1519734024337629,-1,-1,-3,-15,-15,-4,2,0
1519734024352670,-1,-2,5,3,8,3,5,12
1519734024352670,6,3,1,9,-9,-5,-4,1
1519734024367710,3,-3,-6,-16,0,-3,0,-7
1519734024367710,-14,-4,-7,-8,-4,-2,4,0
1519734024375732,6,-1,1,7,4,4,0,10
1519734024375732,-2,-1,1,-14,5,1,2,-15
1519734024390771,-9,-4,-5,-7,2,-3,-4,-10
1519734024390771,-4,0,1,-2,-12,-1,-2,3
1519734024405811,0,2,0,-16,3,-1,0,2
1519734024405811,4,-2,-1,2,1,1,6,6
1519734024412830,4,2,3,16,3,3,3,1
1519734024412830,-13,-3,-4,-12,-8,1,-1,-4
1519734024427870,-2,-2,1,0,-1,-10,-6,0
1519734024427870,0,-1,-1,1,9,5,-3,9
1519734024435891,-2,2,-3,-8,-4,-3,-1,-9
1519734024435891,-2,2,-1,3,-8,-5,-5,-8
1519734024450931,-4,-5,1,9,7,-1,6,-3
1519734024450931,10,3,0,15,11,4,-6,8
1519734024465971,2,1,-2,-4,-5,-5,8,-25
1519734024465971,-5,-3,-4,-3,3,1,-1,20
1519734024472990,-15,-9,-4,-10,-10,-5,-5,-24
1519734024472990,8,5,2,-6,-2,4,-2,7
